"","ID","URL","SIZE","DATA","TIME","DATASET"
"29129","J0129","http://www.geocities.com/MotorCity/4130/mkcal01.htm","23254","11/07/2002","22:39:21","Motor Racing"
"29128","J0128","http://www.motorsportforums.com/topics.php","38971","11/07/2002","22:39:21","Motor Racing"
"29127","J0127","http://grizzlyweb.com/links/submit/affiliate/cnet_shopper_com.asp","67737","11/07/2002","22:38:28","Motor Racing"
"29126","J0126","http://www.motorsportsalmanac.com/history.asp?s","118061","11/07/2002","22:38:26","Motor Racing"
"29125","J0125","http://www.pitstops.org/page561557.htm","5852","11/07/2002","22:38:22","Motor Racing"
"29124","J0124","http://www.geocities.com/motorcity/speedway/1789/2001.htm","3196","11/07/2002","22:38:21","Motor Racing"
"29123","J0123","http://www.racingarchives.org/collections/PROGRAMSbyvenue.htm","323478","11/07/2002","22:38:21","Motor Racing"
"29122","J0122","http://www.ukmotorsport.com/rallying_uk_stage.html","63921","11/07/2002","22:38:21","Motor Racing"
"29121","J0121","http://tvracetimes.tripod.com/adm/redirect/build/imagebrowser","9276","11/07/2002","22:38:21","Motor Racing"
"29120","J0120","http://www.totalmotorsport.com/menu/menu_formula.asp","56672","11/07/2002","22:38:20","Motor Racing"
"29119","J0119","http://www.thesupercarexperience.com.au/multimedia.html","8170","11/07/2002","22:38:19","Motor Racing"
"29118","J0118","http://speedwayfire.8m.com/cgi-bin/redirect?id","23653","11/07/2002","22:38:19","Motor Racing"
"29117","J0117","http://www.racestud.com/ubb/Forum17/HTML/007197.html","56070","11/07/2002","22:38:16","Motor Racing"
"29116","J0116","http://www.racelink.com/rl_news/drn_archive.html","26848","11/07/2002","22:38:16","Motor Racing"
"29115","J0115","http://www.racephotos.com/","6987","11/07/2002","22:38:16","Motor Racing"
"29114","J0114","http://www.northwestracer.com/cgi-bin/calendar/calendar.pl?month","32983","11/07/2002","22:38:16","Motor Racing"
"29113","J0113","http://www.na-motorsports.com/Organizations/SCCA/Schedule/1997/ClubRacing.html","30899","11/07/2002","22:37:53","Motor Racing"
"29112","J0112","http://www.autoracing1.com/htmfiles/2002/F1/0225SpeedChannel.htm","101036","11/07/2002","22:37:52","Motor Racing"
"29111","J0111","http://www.gekkohill.com/whereyat.html","11229","11/07/2002","22:37:52","Motor Racing"
"29110","J0110","http://www.trackschedule.com/links.html","17797","11/07/2002","22:37:52","Motor Racing"
"29109","J0109","http://www.eddsport.co.uk/careers/f1teams/detail.asp?Team_ID","13332","11/07/2002","22:37:51","Motor Racing"
"29108","J0108","http://www.einfo-net.com/motorsports/wc-stuff/96/0616nascar.html","31925","11/07/2002","22:37:51","Motor Racing"
"29107","J0107","http://www.greatrace.com/nut_bolt.htm","17089","11/07/2002","22:37:51","Motor Racing"
"29106","J0106","http://www.islandracersonline.com/results_may11.html","43914","11/07/2002","22:37:50","Motor Racing"
"29105","J0105","http://www.jobsinmotorsports.com/candidate/can_fee.html","20120","11/07/2002","22:37:50","Motor Racing"
"29104","J0104","http://www.lasheefs.8k.com/cgi-bin/redirect?id","33724","11/07/2002","22:37:49","Motor Racing"
"29103","J0103","http://www.luvracin.com/states/events%20Indiana.htm","13245","11/07/2002","22:37:46","Motor Racing"
"29102","J0102","http://www.michelinsport.com/servlet/srt/sport/pagehtm?action","65386","11/07/2002","22:37:46","Motor Racing"
"29101","J0101","http://www.geocities.com/MotorCity/4130/mkcal01a.htm","23450","11/07/2002","22:37:44","Motor Racing"
"29100","J0100","http://www.motorsportforums.com/index.php","62737","11/07/2002","22:37:44","Motor Racing"
"29099","J0099","http://grizzlyweb.com/links/news.asp","69440","11/07/2002","22:33:55","Motor Racing"
"29098","J0098","http://www.motorsportsalmanac.com/summary.asp?s","123647","11/07/2002","22:33:41","Motor Racing"
"29097","J0097","http://www.pitstops.org/page569572.htm","7073","11/07/2002","22:33:38","Motor Racing"
"29096","J0096","http://www.geocities.com/motorcity/speedway/1789/demofaq.htm","3639","11/07/2002","22:33:38","Motor Racing"
"29095","J0095","http://www.racingarchives.org/collections/PROGRAMSbytitle.htm","323484","11/07/2002","22:33:38","Motor Racing"
"29094","J0094","http://www.ukmotorsport.com/racmsa/next.html","67005","11/07/2002","22:33:37","Motor Racing"
"29093","J0093","http://tvracetimes.tripod.com/adm/redirect/www/about/map/","19229","11/07/2002","22:33:37","Motor Racing"
"29092","J0092","http://www.totalmotorsport.com/menu/menu_sports.asp","56677","11/07/2002","22:33:37","Motor Racing"
"29091","J0091","http://www.thesupercarexperience.com.au/index.html","8179","11/07/2002","22:33:36","Motor Racing"
"29090","J0090","http://speedwayfire.8m.com/cgi-bin/redirect?id","33755","11/07/2002","22:33:36","Motor Racing"
"29089","J0089","http://www.racestud.com/ubb/Forum17/HTML/007179.html","57037","11/07/2002","22:33:34","Motor Racing"
"29088","J0088","http://www.racelink.com/rl_dir/formulaone.html","28255","11/07/2002","22:33:34","Motor Racing"
"29087","J0087","http://www.racephotos.com/sf1.html","8709","11/07/2002","22:33:34","Motor Racing"
"29086","J0086","http://www.northwestracer.com/cgi-bin/calendar/calendar.pl?month","33994","11/07/2002","22:33:34","Motor Racing"
"29085","J0085","http://www.na-motorsports.com/Tracks/Grattan.html","31052","11/07/2002","22:33:33","Motor Racing"
"29084","J0084","http://www.autoracing1.com/schedule_2000.htm","142714","11/07/2002","22:33:32","Motor Racing"
"29083","J0083","http://www.gekkohill.com/cs1000-2002.html","15818","11/07/2002","22:33:32","Motor Racing"
"29082","J0082","http://www.trackschedule.com/wisdom10.html","20168","11/07/2002","22:33:32","Motor Racing"
"29081","J0081","http://www.eddsport.co.uk/champions/indycar/detail.asp?Category_ID","14347","11/07/2002","22:33:32","Motor Racing"
"29080","J0080","http://www.einfo-net.com/motorsports/wc-stuff/96/0414union.html","32684","11/07/2002","22:33:31","Motor Racing"
"29079","J0079","http://www.greatrace.com/xrules.htm","19719","11/07/2002","22:33:31","Motor Racing"
"29078","J0078","http://www.islandracersonline.com/pitpass.html","47857","11/07/2002","22:33:30","Motor Racing"
"29077","J0077","http://www.jobsinmotorsports.com/employer/emp_faq.html","31709","11/07/2002","22:33:30","Motor Racing"
"29076","J0076","http://www.lasheefs.8k.com/cgi-bin/redirect?id","33755","11/07/2002","22:33:28","Motor Racing"
"29075","J0075","http://www.luvracin.com/states/events%20Illinois.htm","18616","11/07/2002","22:33:25","Motor Racing"
"29074","J0074","http://www.michelinsport.com/servlet/srt/sport/clasf1t?&languecode","65757","11/07/2002","22:33:25","Motor Racing"
"29073","J0073","http://www.geocities.com/MotorCity/4130/mknews00.htm","36243","11/07/2002","22:33:19","Motor Racing"
"29072","J0072","http://www.motorsportforums.com/index.php?s","62737","11/07/2002","22:33:19","Motor Racing"
"29071","J0071","http://grizzlyweb.com/links/news.asp?","69440","11/07/2002","22:30:31","Motor Racing"
"29070","J0070","http://www.motorsportsalmanac.com/sidebyside.asp?s","123929","11/07/2002","22:30:28","Motor Racing"
"29069","J0069","http://www.pitstops.org/page815255.htm","7865","11/07/2002","22:30:23","Motor Racing"
"29068","J0068","http://www.geocities.com/motorcity/speedway/1789/persinfo.htm","4071","11/07/2002","22:30:23","Motor Racing"
"29067","J0067","http://www.racingarchives.org/collections/VIDEObydate.htm","355205","11/07/2002","22:30:23","Motor Racing"
"29066","J0066","http://www.ukmotorsport.com/uk_circuit.html","67301","11/07/2002","22:30:23","Motor Racing"
"29065","J0065","http://tvracetimes.tripod.com/adm/redirect/www/international/","19634","11/07/2002","22:30:23","Motor Racing"
"29064","J0064","http://www.totalmotorsport.com/menu/menu_features.asp","63143","11/07/2002","22:30:22","Motor Racing"
"29063","J0063","http://www.thesupercarexperience.com.au/","8179","11/07/2002","22:30:22","Motor Racing"
"29062","J0062","http://speedwayfire.8m.com/cgi-bin/redirect?id","45420","11/07/2002","22:30:20","Motor Racing"
"29061","J0061","http://www.racestud.com/ubb/Forum17/HTML/007195.html","62060","11/07/2002","22:30:17","Motor Racing"
"29060","J0060","http://www.racelink.com/rl_dir/automobiles.html","30231","11/07/2002","22:30:17","Motor Racing"
"29059","J0059","http://www.racephotos.com/press.html","9220","11/07/2002","22:30:17","Motor Racing"
"29058","J0058","http://www.northwestracer.com/cgi-bin/calendar/calendar.pl?month","33994","11/07/2002","22:30:17","Motor Racing"
"29057","J0057","http://www.na-motorsports.com/New.html","37589","11/07/2002","22:30:12","Motor Racing"
"29056","J0056","http://www.autoracing1.com/CARTTestingPage.htm","162512","11/07/2002","22:30:11","Motor Racing"
"29055","J0055","http://www.gekkohill.com/hoodshow11-01.html","18681","11/07/2002","22:30:11","Motor Racing"
"29054","J0054","http://www.trackschedule.com/eddresses.htm","68026","11/07/2002","22:30:11","Motor Racing"
"29053","J0053","http://www.eddsport.co.uk/champions/sportscar/detail.asp?Category_ID","14975","11/07/2002","22:30:11","Motor Racing"
"29052","J0052","http://www.einfo-net.com/motorsports/wc-stuff/96/0324darl.html","32705","11/07/2002","22:30:10","Motor Racing"
"29051","J0051","http://www.greatrace.com/02xapp.htm","22810","11/07/2002","22:30:10","Motor Racing"
"29050","J0050","http://www.islandracersonline.com/awardslitra.html","50721","11/07/2002","22:30:09","Motor Racing"
"29049","J0049","http://www.jobsinmotorsports.com/reference/co_terms.html","36200","11/07/2002","22:30:09","Motor Racing"
"29048","J0048","http://www.lasheefs.8k.com/cgi-bin/redirect?id","45420","11/07/2002","22:30:03","Motor Racing"
"29047","J0047","http://www.luvracin.com/states/Press_box_Illinois.htm","23255","11/07/2002","22:30:00","Motor Racing"
"29046","J0046","http://www.michelinsport.com/servlet/srt/sport/pagehtm?type","71457","11/07/2002","22:30:00","Motor Racing"
"29045","J0045","http://www.geocities.com/MotorCity/4130/g50002r.htm","64675","11/07/2002","22:29:59","Motor Racing"
"29044","J0044","http://www.motorsportforums.com/forums/calendar.php?s","114530","11/07/2002","22:29:59","Motor Racing"
"29043","J0043","http://grizzlyweb.com/links/shop.asp","84021","11/07/2002","22:29:51","Motor Racing"
"29042","J0042","http://www.motorsportsalmanac.com/photo.asp?s","126678","11/07/2002","22:29:48","Motor Racing"
"29041","J0041","http://www.pitstops.org/page656776.htm","17216","11/07/2002","22:29:45","Motor Racing"
"29040","J0040","http://www.geocities.com/motorcity/speedway/1789/setuppic.htm","4312","11/07/2002","22:29:44","Motor Racing"
"29039","J0039","http://www.racingarchives.org/collections/VIDEObyvenue.htm","355206","11/07/2002","22:29:44","Motor Racing"
"29038","J0038","http://www.ukmotorsport.com/uk_car_clubs.html","94640","11/07/2002","22:29:44","Motor Racing"
"29037","J0037","http://tvracetimes.tripod.com/adm/redirect/www/about/","20923","11/07/2002","22:29:44","Motor Racing"
"29036","J0036","http://www.totalmotorsport.com/Championships/listday.asp?Location","73016","11/07/2002","22:29:43","Motor Racing"
"29035","J0035","http://www.thesupercarexperience.com.au/photos.html","8365","11/07/2002","22:29:43","Motor Racing"
"29034","J0034","http://speedwayfire.8m.com/cgi-bin/redirect?id","45420","11/07/2002","22:29:43","Motor Racing"
"29033","J0033","http://www.racestud.com/ubb/Forum10/HTML/000635.html","65812","11/07/2002","22:29:40","Motor Racing"
"29032","J0032","http://www.racelink.com/checkerboard","121291","11/07/2002","22:29:40","Motor Racing"
"29031","J0031","http://www.racephotos.com/sf2.html","11712","11/07/2002","22:29:35","Motor Racing"
"29030","J0030","http://www.northwestracer.com/cgi-bin/calendar/calendar.pl?month","36140","11/07/2002","22:29:35","Motor Racing"
"29029","J0029","http://www.na-motorsports.com/New","37797","11/07/2002","22:29:16","Motor Racing"
"29028","J0028","http://www.autoracing1.com/htmfiles/2002/CART/0225DetailedTVSchedule.htm","184165","11/07/2002","22:29:13","Motor Racing"
"29027","J0027","http://www.gekkohill.com/","24951","11/07/2002","22:29:13","Motor Racing"
"29026","J0026","http://www.trackschedule.com/sched.html","117515","11/07/2002","22:29:13","Motor Racing"
"29025","J0025","http://www.eddsport.co.uk/champions/formula3/detail.asp?Category_ID","15215","11/07/2002","22:29:13","Motor Racing"
"29024","J0024","http://www.einfo-net.com/motorsports/wc-stuff/96/0310puro.html","34017","11/07/2002","22:29:12","Motor Racing"
"29023","J0023","http://www.greatrace.com/03appforentry.htm","39419","11/07/2002","22:29:12","Motor Racing"
"29022","J0022","http://www.islandracersonline.com/result_may18.html","76557","11/07/2002","22:29:11","Motor Racing"
"29021","J0021","http://www.jobsinmotorsports.com/candidate/can_faq.html","40924","11/07/2002","22:29:11","Motor Racing"
"29020","J0020","http://www.lasheefs.8k.com/cgi-bin/redirect?id","45420","11/07/2002","22:29:05","Motor Racing"
"29019","J0019","http://www.luvracin.com/apaul.htm","238572","11/07/2002","22:29:02","Motor Racing"
"29018","J0018","http://www.michelinsport.com/servlet/srt/sport/pageclas?action","72869","11/07/2002","22:29:02","Motor Racing"
"29017","J0017","http://www.geocities.com/MotorCity/4130/g5004res.htm","91815","11/07/2002","22:29:01","Motor Racing"
"29016","J0016","http://www.motorsportforums.com/forums/calendar.php?s","114530","11/07/2002","22:29:01","Motor Racing"
"29015","J0015","http://grizzlyweb.com/links/shop.asp?","84021","11/07/2002","22:28:53","Motor Racing"
"29014","J0014","http://www.motorsportsalmanac.com/history.asp?s","180053","11/07/2002","22:28:49","Motor Racing"
"29013","J0013","http://www.pitstops.org/page668350.htm","33493","11/07/2002","22:28:43","Motor Racing"
"29012","J0012","http://www.geocities.com/motorcity/speedway/1789/secrets.htm","12793","11/07/2002","22:28:42","Motor Racing"
"29011","J0011","http://www.racingarchives.org/collections/VIDEObytitle.htm","355212","11/07/2002","22:28:42","Motor Racing"
"29010","J0010","http://www.ukmotorsport.com/uk_clubs.html","132366","11/07/2002","22:28:42","Motor Racing"
"29009","J0009","http://tvracetimes.tripod.com/adm/redirect/www/","27337","11/07/2002","22:28:41","Motor Racing"
"29008","J0008","http://www.totalmotorsport.com/info/driversteams/","108867","11/07/2002","22:28:41","Motor Racing"
"29007","J0007","http://www.thesupercarexperience.com.au/cal.html","8856","11/07/2002","22:28:40","Motor Racing"
"29006","J0006","http://speedwayfire.8m.com/fsguestbook.html","111959","11/07/2002","22:28:40","Motor Racing"
"29005","J0005","http://www.racestud.com/ubb/Forum17/HTML/007180.html","76234","11/07/2002","22:28:39","Motor Racing"
"29004","J0004","http://www.racelink.com/checkerboard/checkerboard.html","121291","11/07/2002","22:28:39","Motor Racing"
"29003","J0003","http://www.racephotos.com/links.html","17438","11/07/2002","22:28:34","Motor Racing"
"29002","J0002","http://www.northwestracer.com/cgi-bin/calendar/calendar.pl?month","36140","11/07/2002","22:28:34","Motor Racing"
"29001","J0001","http://www.na-motorsports.com/Discuss/guestbook.html","153642","11/07/2002","22:28:28","Motor Racing"
"29000","I1000","http://www.football-league.co.uk/match/view/third_feature_detail/0,,10794~232516,00.html","37515","11/07/2002","19:38:37","Soccer"
"28999","I0999","http://www.thefa.com:80/application?origin","56130","11/07/2002","19:38:36","Soccer"
"28998","I0998","http://www.rdasilva.demon.co.uk/football/ec/ec1996.html","7448","11/07/2002","19:38:35","Soccer"
"28997","I0997","http://www.xs4all.nl/~kassiesa/bert/uefa/history/match97.html","42837","11/07/2002","19:38:35","Soccer"
"28996","I0996","http://fotbal.hypermart.net/spain/players/index1.html","5439","11/07/2002","19:38:35","Soccer"
"28995","I0995","http://solair.eunet.yu/~m.rad/Museum/19908yffo/index.html","549","11/07/2002","19:38:34","Soccer"
"28994","I0994","http://www.fifa.com/assoc/home_S_CAF.html","32587","11/07/2002","19:38:34","Soccer"
"28993","I0993","http://www.uefa.com/TrainingGround/Refereeing/aroundRefereeing/index.html","24872","11/07/2002","19:38:33","Soccer"
"28992","I0992","http://www.planetfootball.com/article.asp?id","67688","11/07/2002","19:38:32","Soccer"
"28991","I0991","http://stats.football365.com/dom/ENG/D1/ppgame.html","40024","11/07/2002","19:38:31","Soccer"
"28990","I0990","http://www.soccernet.com/scotland/clubs/dunfermline/index.html","23908","11/07/2002","19:38:31","Soccer"
"28989","I0989","http://www.rsssf.com/cup.html","17721","11/07/2002","19:38:30","Soccer"
"28988","I0988","http://www.englandweb.fsnet.co.uk/survey.htm","7728","11/07/2002","19:38:30","Soccer"
"28987","I0987","http://www.geocities.com/westhamcole/jcolepics6.html","2534","11/07/2002","19:38:30","Soccer"
"28986","I0986","http://www.wembleynationalstadium.co.uk/new/stadium/economic.htm","10594","11/07/2002","19:38:30","Soccer"
"28985","I0985","http://www.englandfanzine.co.uk/reports/v_south_korea_away_02.html","25804","11/07/2002","19:38:30","Soccer"
"28984","I0984","http://www.soccerway.com/europe/champions_league_2001_02/","34669","11/07/2002","19:38:30","Soccer"
"28983","I0983","http://www.englandsport.co.uk/youth/results/1966_1975.html","57012","11/07/2002","19:38:28","Soccer"
"28982","I0982","http://www.donny.co.uk/ourgame/Blacklist/richardson_ken.htm","2348","11/07/2002","19:38:28","Soccer"
"28981","I0981","http://www.football-on-tv.co.uk/","29565","11/07/2002","19:38:28","Soccer"
"28980","I0980","http://www.e-soccer.com/redirect_cat.asp?CategoryID","35954","11/07/2002","19:38:28","Soccer"
"28979","I0979","http://www.awayguide.net/cgi-bin/ag.pl?club","21779","11/07/2002","19:38:26","Soccer"
"28978","I0978","http://www.football.nationwide.co.uk/football/NationwideLeague/Division1/TournamentNews.asp?T_ID","6828","11/07/2002","19:38:23","Soccer"
"28977","I0977","http://www.leaguemanagers.com/about/about_kingsbridge.htm","32886","11/07/2002","19:38:21","Soccer"
"28976","I0976","http://www.football-league.co.uk/match/view/third_feature_detail/0,,10794~232604,00.html","37607","11/07/2002","19:38:20","Soccer"
"28975","I0975","http://www.thefa.com:80/application?origin","56419","11/07/2002","19:38:20","Soccer"
"28974","I0974","http://www.rdasilva.demon.co.uk/football/anc/anc2002.html","7512","11/07/2002","19:38:17","Soccer"
"28973","I0973","http://www.xs4all.nl/~kassiesa/bert/uefa/match97.html","42837","11/07/2002","19:38:17","Soccer"
"28972","I0972","http://fotbal.hypermart.net/italy/players/index2.html","5573","11/07/2002","19:38:17","Soccer"
"28971","I0971","http://solair.eunet.yu/~m.rad/Museum/20005eifm/index.html","555","11/07/2002","19:38:17","Soccer"
"28970","I0970","http://www.fifa.com/events/playergala/index_S_2001.html","32722","11/07/2002","19:38:16","Soccer"
"28969","I0969","http://www.uefa.com/uefa/MediaServices/Publications/index.html","24970","11/07/2002","19:38:15","Soccer"
"28968","I0968","http://www.planetfootball.com/article.asp?id","67729","11/07/2002","19:38:15","Soccer"
"28967","I0967","http://stats.football365.com/dom/ENG/D3/ppgame.html","40038","11/07/2002","19:38:13","Soccer"
"28966","I0966","http://www.soccernet.com/england/clubs/index.html","23915","11/07/2002","19:38:13","Soccer"
"28965","I0965","http://www.rsssf.com/ec/ec197475.html","17806","11/07/2002","19:38:13","Soccer"
"28964","I0964","http://www.englandweb.fsnet.co.uk/qmenub.htm","7833","11/07/2002","19:38:13","Soccer"
"28963","I0963","http://www.geocities.com/westhamcole/12.02.00.html","2563","11/07/2002","19:38:12","Soccer"
"28962","I0962","http://www.wembleynationalstadium.co.uk/new/competition/main.asp","11518","11/07/2002","19:38:12","Soccer"
"28961","I0961","http://www.englandfanzine.co.uk/squad/heskey.html","26185","11/07/2002","19:38:12","Soccer"
"28960","I0960","http://www.soccerway.com/africa/african_nations/index.php","34811","11/07/2002","19:38:12","Soccer"
"28959","I0959","http://www.englandsport.co.uk/youth/head2head/d_to_g.html","57127","11/07/2002","19:38:10","Soccer"
"28958","I0958","http://www.donny.co.uk/ourgame/casestudies/cs_kickitout.htm","2373","11/07/2002","19:38:10","Soccer"
"28957","I0957","http://www.football-on-tv.co.uk/","30431","11/07/2002","19:38:10","Soccer"
"28956","I0956","http://www.e-soccer.com/redirect_cat.asp?CategoryID","35990","11/07/2002","19:38:09","Soccer"
"28955","I0955","http://www.awayguide.net/cgi-bin/ag.pl?club","21792","11/07/2002","19:38:08","Soccer"
"28954","I0954","http://www.football.nationwide.co.uk/football/NationwideLeague/TournamentNews.asp?T_ID","6828","11/07/2002","19:38:04","Soccer"
"28953","I0953","http://www.leaguemanagers.com/managers/profile/12/%0a%09%09Gerard%0a%09%09Houllier%0a%09.html","33093","11/07/2002","19:38:04","Soccer"
"28952","I0952","http://www.football-league.co.uk/match/view/third_feature_detail/0,,10794~232522,00.html","37611","11/07/2002","19:38:03","Soccer"
"28951","I0951","http://www.thefa.com:80/application?origin","56419","11/07/2002","19:38:02","Soccer"
"28950","I0950","http://www.rdasilva.demon.co.uk/football/anc/ancq1986.html","7535","11/07/2002","19:38:00","Soccer"
"28949","I0949","http://www.xs4all.nl/~kassiesa/bert/uefa/history/trank98.html","45382","11/07/2002","19:38:00","Soccer"
"28948","I0948","http://fotbal.hypermart.net/italy/players/index1.html","5648","11/07/2002","19:38:00","Soccer"
"28947","I0947","http://solair.eunet.yu/~m.rad/Museum/19977eics/index.html","555","11/07/2002","19:37:59","Soccer"
"28946","I0946","http://www.fifa.com/women/index.html","32905","11/07/2002","19:37:59","Soccer"
"28945","I0945","http://www.uefa.com/Competitions/UefaCup/index.html","25006","11/07/2002","19:37:58","Soccer"
"28944","I0944","http://www.planetfootball.com/article.asp?id","67765","11/07/2002","19:37:57","Soccer"
"28943","I0943","http://stats.football365.com/dom/ENG/D2/ppgame.html","40056","11/07/2002","19:37:56","Soccer"
"28942","I0942","http://www.soccernet.com/soccernet/editorial/TermsofUse.html","23932","11/07/2002","19:37:56","Soccer"
"28941","I0941","http://www.rsssf.com/ec/ec199192.html","17863","11/07/2002","19:37:55","Soccer"
"28940","I0940","http://www.englandweb.fsnet.co.uk/progs.htm","8421","11/07/2002","19:37:55","Soccer"
"28939","I0939","http://www.geocities.com/westhamcole/facup0001.html","2626","11/07/2002","19:37:55","Soccer"
"28938","I0938","http://www.wembleynationalstadium.co.uk/new/magazine/dream.htm","11599","11/07/2002","19:37:55","Soccer"
"28937","I0937","http://www.englandfanzine.co.uk/reports/v_holland_away_01.html","26251","11/07/2002","19:37:55","Soccer"
"28936","I0936","http://www.soccerway.com/fun/wallpapers.php","34825","11/07/2002","19:37:55","Soccer"
"28935","I0935","http://www.englandsport.co.uk/Guestbook/Guestbook.php","60313","11/07/2002","19:37:54","Soccer"
"28934","I0934","http://www.donny.co.uk/ourgame/articles/luxembourgpolicedefendtactics.htm","2400","11/07/2002","19:37:53","Soccer"
"28933","I0933","http://www.football-on-tv.co.uk/","33590","11/07/2002","19:37:53","Soccer"
"28932","I0932","http://www.e-soccer.com/redirect_cat.asp?CategoryID","36000","11/07/2002","19:37:53","Soccer"
"28931","I0931","http://www.awayguide.net/cgi-bin/ag.pl?club","21947","11/07/2002","19:37:50","Soccer"
"28930","I0930","http://www.football.nationwide.co.uk/football/NationwideLeague/Division3/TournamentNews.asp?T_ID","6847","11/07/2002","19:37:48","Soccer"
"28929","I0929","http://www.leaguemanagers.com/news/2202","33270","11/07/2002","19:37:48","Soccer"
"28928","I0928","http://www.football-league.co.uk/match/view/page/0,,10794,00.html","37733","11/07/2002","19:37:46","Soccer"
"28927","I0927","http://www.thefa.com:80/application?origin","57275","11/07/2002","19:37:46","Soccer"
"28926","I0926","http://www.rdasilva.demon.co.uk/football/asc/ascq1972.html","7546","11/07/2002","19:37:44","Soccer"
"28925","I0925","http://www.xs4all.nl/~kassiesa/bert/uefa/history/match98.html","45802","11/07/2002","19:37:44","Soccer"
"28924","I0924","http://fotbal.hypermart.net/romania/prev/index1.html","5735","11/07/2002","19:37:44","Soccer"
"28923","I0923","http://solair.eunet.yu/~m.rad/Museum/20005eidm/index.html","561","11/07/2002","19:37:43","Soccer"
"28922","I0922","http://www.fifa.com/women/index_E.html","32909","11/07/2002","19:37:43","Soccer"
"28921","I0921","http://www.uefa.com/trainingground/News/Kind","25160","11/07/2002","19:37:42","Soccer"
"28920","I0920","http://www.planetfootball.com/article.asp?id","67826","11/07/2002","19:37:41","Soccer"
"28919","I0919","http://stats.football365.com/dom/ENG/FC/attend.html","40370","11/07/2002","19:37:40","Soccer"
"28918","I0918","http://www.soccernet.com/england/clubs/derby/index.html","24007","11/07/2002","19:37:39","Soccer"
"28917","I0917","http://www.rsssf.com/tables/leb02.html","17881","11/07/2002","19:37:38","Soccer"
"28916","I0916","http://www.englandweb.fsnet.co.uk/qindex3.htm","8607","11/07/2002","19:37:38","Soccer"
"28915","I0915","http://www.geocities.com/westhamcole/jcoleopta.html","2670","11/07/2002","19:37:38","Soccer"
"28914","I0914","http://www.wembleynationalstadium.co.uk/new/stadium/why_90000.htm","12536","11/07/2002","19:37:38","Soccer"
"28913","I0913","http://www.englandfanzine.co.uk/reports/v_nigeria_world_cup_02.html","26398","11/07/2002","19:37:38","Soccer"
"28912","I0912","http://www.soccerway.com/north_america/photos.php","34858","11/07/2002","19:37:38","Soccer"
"28911","I0911","http://www.englandsport.co.uk/youth/head2head/h_to_m.html","60670","11/07/2002","19:37:37","Soccer"
"28910","I0910","http://www.donny.co.uk/ourgame/casestudies/cs_missionimpossible.htm","2416","11/07/2002","19:37:37","Soccer"
"28909","I0909","http://www.football-on-tv.co.uk/","35789","11/07/2002","19:37:37","Soccer"
"28908","I0908","http://www.e-soccer.com/redirect_cat.asp?CategoryID","36009","11/07/2002","19:37:37","Soccer"
"28907","I0907","http://www.awayguide.net/cgi-bin/ag.pl?club","22036","11/07/2002","19:37:34","Soccer"
"28906","I0906","http://www.football.nationwide.co.uk/football/NationwideLeague/TournamentNews.asp?T_ID","6847","11/07/2002","19:37:32","Soccer"
"28905","I0905","http://www.leaguemanagers.com/fame/masterclass_4","33668","11/07/2002","19:37:31","Soccer"
"28904","I0904","http://www.football-league.co.uk/fans/view/page_detail/0,,10794~83662,00.html","38025","11/07/2002","19:37:30","Soccer"
"28903","I0903","http://www.thefa.com:80/application?origin","57933","11/07/2002","19:37:30","Soccer"
"28902","I0902","http://www.rdasilva.demon.co.uk/football/anc/anc1998.html","7562","11/07/2002","19:37:28","Soccer"
"28901","I0901","http://www.xs4all.nl/~kassiesa/bert/uefa/match98.html","45802","11/07/2002","19:37:28","Soccer"
"28900","I0900","http://fotbal.hypermart.net/england/players/index2.html","6027","11/07/2002","19:37:28","Soccer"
"28899","I0899","http://solair.eunet.yu/~m.rad/Museum/19903ysfr/index.html","634","11/07/2002","19:37:27","Soccer"
"28898","I0898","http://www.fifa.com/events/playergala/index_E_2001.html","33505","11/07/2002","19:37:27","Soccer"
"28897","I0897","http://www.uefa.com/Competitions/UCL/index.html","25399","11/07/2002","19:37:26","Soccer"
"28896","I0896","http://www.planetfootball.com/article.asp?id","67920","11/07/2002","19:37:25","Soccer"
"28895","I0895","http://stats.football365.com/dom/ENG/D1/lgetab.html","41221","11/07/2002","19:37:24","Soccer"
"28894","I0894","http://www.soccernet.com/scotland/clubs/kilmarnock/index.html","24430","11/07/2002","19:37:24","Soccer"
"28893","I0893","http://www.rsssf.com/tables/col02.html","18401","11/07/2002","19:37:23","Soccer"
"28892","I0892","http://www.englandweb.fsnet.co.uk/euro/euro.htm","9280","11/07/2002","19:37:23","Soccer"
"28891","I0891","http://www.geocities.com/westhamcole/jcolenews2000.html","2844","11/07/2002","19:37:23","Soccer"
"28890","I0890","http://www.wembleynationalstadium.co.uk/new/stadium/ws_trivia.htm","13005","11/07/2002","19:37:23","Soccer"
"28889","I0889","http://www.englandfanzine.co.uk/squad/fowler.html","26547","11/07/2002","19:37:23","Soccer"
"28888","I0888","http://www.soccerway.com/south_america/photos.php","34883","11/07/2002","19:37:23","Soccer"
"28887","I0887","http://www.englandsport.co.uk/youth/head2head/n_to_r.html","61182","11/07/2002","19:37:21","Soccer"
"28886","I0886","http://www.donny.co.uk/ourgame/mailinglist.htm","2526","11/07/2002","19:37:21","Soccer"
"28885","I0885","http://www.football-on-tv.co.uk/","35940","11/07/2002","19:37:21","Soccer"
